Sl. No.,"Flight
No.","Operator
Code","Aircraft
Type",Frequency,"Arrival
from","Arrival
Time","Departure
to","Departure
Time","Effective
from","Effective
to"
42,G8 135,GOW,A 320,6,,,PAT,6:05,2-Nov-19,30-Nov-19
43,G8 135,GOW,A 320,6,,,PAT,6:05,1-Feb-20,28-Mar-20
44,G8 135,GOW,A 320,123457,,,PAT,6:05,28-Oct-19,29-Nov-19
45,G8 135,GOW,A 320,123457,,,PAT,6:05,2-Feb-20,27-Mar-20
46,G8 615,GOW,A 320,6,,,NAG,6:05,7-Dec-19,25-Jan-20
47,G8 615,GOW,A 320,123457,,,NAG,6:05,1-Dec-19,31-Jan-20
48,G8 2509,GOW,A 320,Daily,,,LKO,6:45,27-Oct-19,28-Mar-20
49,G8 2515,GOW,A 320,Daily,,,NAG,6:55,27-Oct-19,28-Mar-20
50,G8 530,GOW,A 320,6,,,BOM,7:00,2-Nov-19,28-Mar-20
51,G8 530,GOW,A 320,123457,,,BOM,7:00,27-Oct-19,27-Mar-20
52,G8 107,GOW,A 320,Daily,IXC,7:20,,,27-Oct-19,28-Mar-20
53,G8 205,GOW,A 320,6,,,IXL,7:30,2-Nov-19,28-Mar-20
54,G8 205,GOW,A 320,123457,,,IXL,7:30,27-Oct-19,27-Mar-20
55,G8 423,GOW,A 320,7,,,HYD,7:30,27-Oct-19,27-Oct-19
56,G8 423,GOW,A 320,6,,,HYD,7:30,2-Nov-19,28-Mar-20
57,G8 423,GOW,A 320,45,,,HYD,7:30,31-Oct-19,29-Nov-19
58,G8 423,GOW,A 320,45,,,HYD,7:30,5-Dec-19,31-Jan-20
59,G8 423,GOW,A 320,45,,,HYD,7:30,6-Feb-20,27-Mar-20
60,G8 423,GOW,A 320,1237,,,HYD,7:30,28-Oct-19,25-Mar-20
61,G8 209,GOW,A 320,Daily,,,IXJ,7:35,27-Oct-19,28-Mar-20
62,G8 208,GOW,A 320,123457,LKO,7:55,,,27-Oct-19,27-Mar-20
63,G8 421,GOW,A 320,6,HYD,8:00,,,2-Nov-19,28-Mar-20
64,G8 421,GOW,A 320,123457,HYD,8:00,,,27-Oct-19,27-Mar-20
65,G8 173,GOW,A 320,6,,,PNQ,8:00,2-Nov-19,28-Mar-20
66,G8 334,GOW,A 320,7,,,BOM,8:00,27-Oct-19,27-Oct-19
67,G8 334,GOW,A 320,6,,,BOM,8:00,2-Nov-19,28-Mar-20
68,G8 334,GOW,A 320,123457,,,BOM,8:00,28-Oct-19,27-Mar-20
69,G8 329,GOW,A 320,Daily,BOM,8:10,,,27-Oct-19,28-Mar-20
70,G8 227,GOW,A 320,Daily,CCU,8:30,,,27-Oct-19,28-Mar-20
71,G8 173,GOW,A 320,123457,,,PNQ,8:35,27-Oct-19,27-Mar-20
72,G8 108,GOW,A 320,Daily,,,IXC,8:40,27-Oct-19,28-Mar-20
73,G8 145,GOW,A 320,Daily,,,IXR,9:00,27-Oct-19,28-Mar-20
74,G8 211,GOW,A 320,6,,,LKO,9:00,2-Nov-19,28-Mar-20
75,G8 211,GOW,A 320,123457,,,LKO,9:00,27-Oct-19,27-Mar-20
76,G8 227,GOW,A 320,Daily,,,SXR,9:15,27-Oct-19,28-Mar-20
77,G8 279,GOW,A 320,Daily,VNS,9:25,,,27-Oct-19,28-Mar-20
78,G8 2510,GOW,A 320,Daily,LKO,9:45,,,27-Oct-19,28-Mar-20
79,G8 720,GOW,A 320,Daily,AMD,9:50,,,27-Oct-19,28-Mar-20
80,G8 136,GOW,A 320,Daily,PAT,10:05,,,27-Oct-19,30-Nov-19
81,G8 136,GOW,A 320,Daily,PAT,10:05,,,1-Feb-20,28-Mar-20
82,G8 616,GOW,A 320,Daily,NAG,10:05,,,1-Dec-19,31-Jan-20
83,G8 327,GOW,A 320,Daily,BOM,10:10,,,27-Oct-19,28-Mar-20
84,G8 116,GOW,A 320,Daily,BLR,10:30,,,27-Oct-19,28-Mar-20
85,G8 338,GOW,A 320,Daily,,,BOM,10:30,27-Oct-19,28-Mar-20
86,G8 768,GOW,A 320,Daily,,,VNS,10:30,27-Oct-19,28-Mar-20
87,G8 2516,GOW,A 320,Daily,NAG,10:45,,,27-Oct-19,28-Mar-20
88,G8 286,GOW,A 320,Daily,,,GOI,10:45,27-Oct-19,28-Mar-20
89,G8 131,GOW,A 320,Daily,,,PAT,10:50,27-Oct-19,30-Nov-19
90,G8 131,GOW,A 320,Daily,,,PAT,10:50,1-Dec-19,31-Jan-20
91,G8 131,GOW,A 320,Daily,,,PAT,10:50,1-Feb-20,28-Mar-20
92,G8 210,GOW,A 320,Daily,IXJ,11:10,,,27-Oct-19,28-Mar-20
93,G8 153,GOW,A 320,Daily,,,IXB,11:10,27-Oct-19,28-Mar-20
94,G8 2511,GOW,A 320,Daily,,,PAT,11:30,27-Oct-19,28-Mar-20
95,G8 117,GOW,A 320,1246,BLR,11:40,,,28-Oct-19,28-Mar-20
96,G8 213,GOW,A 320,2,,,SXR,11:50,29-Oct-19,28-Jan-20
97,G8 213,GOW,A 320,2,,,SXR,11:50,4-Feb-20,24-Mar-20
98,G8 213,GOW,A 320,134567,,,SXR,11:50,27-Oct-19,28-Mar-20
99,G8 2571,GOW,A 320,134567,,,CNN,11:50,27-Oct-19,28-Mar-20
100,G8 212,GOW,A 320,Daily,LKO,11:55,,,27-Oct-19,28-Mar-20
101,G8 319,GOW,A 320,Daily,BOM,12:10,,,27-Oct-19,28-Mar-20
102,G8 115,GOW,A 320,357,CCU,12:25,,,27-Oct-19,27-Mar-20
103,G8 851,GOW,A 320,Daily,,,GAU,12:40,27-Oct-19,28-Mar-20
104,G8 205,GOW,A 320,6,IXJ,12:45,,,2-Nov-19,25-Jan-20
105,G8 205,GOW,A 320,123457,IXJ,12:45,,,27-Oct-19,31-Jan-20
106,G8 205,GOW,A 320,Daily,IXJ,12:45,,,1-Feb-20,28-Mar-20
107,G8 424,GOW,A 320,6,HYD,12:45,,,1-Feb-20,28-Mar-20
108,G8 424,GOW,A 320,123457,HYD,12:45,,,2-Feb-20,27-Mar-20
109,G8 424,GOW,A 320,Daily,HYD,12:45,,,27-Oct-19,31-Jan-20
110,G8 237,GOW,A 320,Daily,,,IXR,12:50,27-Oct-19,28-Mar-20
111,G8 192,GOW,A 320,Daily,SXR,13:00,,,27-Oct-19,31-Jan-20
112,G8 220,GOW,A 320,Daily,IXL,13:00,,,1-Feb-20,28-Mar-20
113,G8 174,GOW,A 320,6,PNQ,13:10,,,2-Nov-19,28-Mar-20
114,G8 146,GOW,A 320,6,IXR,13:20,,,2-Nov-19,28-Mar-20
115,G8 146,GOW,A 320,123457,IXR,13:20,,,27-Oct-19,27-Mar-20
116,G8 174,GOW,A 320,123457,PNQ,13:30,,,27-Oct-19,27-Mar-20
117,G8 257,GOW,A 320,Daily,,,IXB,13:30,27-Oct-19,31-Jan-20
118,G8 257,GOW,A 320,Daily,,,IXB,13:30,1-Feb-20,28-Mar-20
119,G8 183,GOW,A 320,Daily,GAU,13:40,,,27-Oct-19,28-Mar-20
120,G8 199,GOW,A 320,6,,,SXR,13:45,2-Nov-19,28-Mar-20
121,G8 199,GOW,A 320,123457,,,SXR,13:45,27-Oct-19,31-Jan-20
122,G8 199,GOW,A 320,123457,,,SXR,13:45,2-Feb-20,27-Mar-20
123,G8 231,GOW,A 320,6,,,PAT,13:55,2-Nov-19,28-Mar-20
124,G8 231,GOW,A 320,123457,,,PAT,13:55,27-Oct-19,27-Mar-20
125,G8 185,GOW,A 320,6,,,IXJ,14:05,2-Nov-19,25-Jan-20
126,G8 185,GOW,A 320,6,,,IXJ,14:05,1-Feb-20,28-Mar-20
127,G8 185,GOW,A 320,123457,,,IXJ,14:05,27-Oct-19,27-Mar-20
128,G8 112,GOW,A 320,1357,,,BLR,14:20,27-Oct-19,27-Mar-20
129,G8 336,GOW,A 320,Daily,,,BOM,14:20,27-Oct-19,31-Jan-20
130,G8 336,GOW,A 320,Daily,,,BOM,14:20,1-Feb-20,28-Mar-20
131,G8 465,GOW,A 320,7,BOM,14:30,,,27-Oct-19,22-Mar-20
132,G8 465,GOW,A 320,123456,BOM,14:30,,,28-Oct-19,28-Mar-20
133,G8 120,GOW,A 320,123456,BLR,14:35,,,28-Oct-19,28-Mar-20
134,G8 229,GOW,A 320,Daily,PAT,14:50,,,27-Oct-19,28-Mar-20
135,G8 114,GOW,A 320,246,,,CCU,15:10,29-Oct-19,28-Mar-20
136,G8 133,GOW,A 320,7,,,PAT,15:10,27-Oct-19,22-Mar-20
137,G8 133,GOW,A 320,123456,,,PAT,15:10,28-Oct-19,28-Mar-20
138,G8 124,GOW,A 320,123456,,,BLR,15:20,28-Oct-19,28-Mar-20
139,G8 717,GOW,A 320,Daily,,,AMD,15:30,27-Oct-19,28-Mar-20
140,G8 2512,GOW,A 320,Daily,PAT,15:40,,,27-Oct-19,28-Mar-20
141,G8 154,GOW,A 320,Daily,IXB,16:05,,,27-Oct-19,28-Mar-20
142,G8 219,GOW,A 320,Daily,,,IDR,16:30,27-Oct-19,28-Mar-20
143,G8 2513,GOW,A 320,Daily,,,PNQ,16:35,27-Oct-19,28-Mar-20
144,G8 214,GOW,A 320,Daily,,,LKO,16:40,27-Oct-19,28-Mar-20
145,G8 764,GOW,A 320,Daily,,,COK,16:50,27-Oct-19,28-Mar-20
146,G8 102,GOW,A 320,Daily,CCU,16:55,,,27-Oct-19,28-Mar-20
147,G8 238,GOW,A 320,Daily,IXR,17:20,,,27-Oct-19,30-Nov-19
148,G8 238,GOW,A 320,Daily,IXR,17:20,,,1-Dec-19,31-Jan-20
149,G8 238,GOW,A 320,Daily,IXR,17:20,,,1-Feb-20,28-Mar-20
150,G8 149,GOW,A 320,2,SXR,17:35,,,29-Oct-19,24-Mar-20
151,G8 149,GOW,A 320,134567,SXR,17:35,,,27-Oct-19,28-Mar-20
152,G8 171,GOW,A 320,Daily,IXJ,17:35,,,27-Oct-19,28-Mar-20
153,G8 196,GOW,A 320,Daily,SXR,17:55,,,27-Oct-19,28-Mar-20
154,G8 147,GOW,A 320,Daily,,,PAT,17:55,27-Oct-19,30-Nov-19
155,G8 147,GOW,A 320,Daily,,,PAT,17:55,1-Feb-20,28-Mar-20
156,G8 617,GOW,A 320,Daily,,,NAG,17:55,1-Dec-19,31-Jan-20
157,G8 132,GOW,A 320,Daily,PAT,18:00,,,27-Oct-19,28-Mar-20
158,G8 640,GOW,A 320,Daily,,,BOM,18:00,27-Oct-19,28-Mar-20
159,G8 167,GOW,A 320,Daily,,,IXR,18:10,27-Oct-19,28-Mar-20
160,G8 171,GOW,A 320,Daily,,,PNQ,18:15,27-Oct-19,28-Mar-20
161,G8 2518,GOW,A 320,134567,CNN,18:35,,,27-Oct-19,28-Mar-20
162,G8 557,GOW,A 320,Daily,,,BLR,18:40,27-Oct-19,28-Mar-20
163,G8 770,GOW,A 320,Daily,BLR,18:55,,,27-Oct-19,28-Mar-20
164,G8 134,GOW,A 320,Daily,PAT,19:00,,,27-Oct-19,28-Mar-20
165,G8 718,GOW,A 320,Daily,AMD,19:15,,,27-Oct-19,28-Mar-20
166,G8 2519,GOW,A 320,2,,,NAG,19:20,29-Oct-19,24-Mar-20
167,G8 2519,GOW,A 320,134567,,,NAG,19:20,27-Oct-19,28-Mar-20
168,G8 103,GOW,A 320,2,,,CCU,19:25,29-Oct-19,24-Mar-20
169,G8 103,GOW,A 320,134567,,,CCU,19:25,27-Oct-19,28-Mar-20
170,G8 851,GOW,A 320,Daily,IXB,19:30,,,27-Oct-19,28-Mar-20
171,G8 446,GOW,A 320,Daily,,,BOM,19:40,27-Oct-19,28-Mar-20
172,G8 275,GOW,A 320,Daily,,,PNQ,19:55,27-Oct-19,28-Mar-20
173,G8 188,GOW,A 320,6,LKO,20:00,,,28-Mar-20,28-Mar-20
174,G8 188,GOW,A 320,5,LKO,20:00,,,1-Nov-19,27-Mar-20
175,G8 188,GOW,A 320,123467,LKO,20:00,,,27-Oct-19,26-Mar-20
176,G8 925,GOW,A 320,Daily,IDR,20:10,,,27-Oct-19,28-Mar-20
177,G8 257,GOW,A 320,Daily,GAU,20:15,,,27-Oct-19,28-Mar-20
178,G8 285,GOW,A 320,Daily,GOI,20:15,,,27-Oct-19,28-Mar-20
179,G8 713,GOW,A 320,Daily,,,AMD,20:15,27-Oct-19,28-Mar-20
180,G8 339,GOW,A 320,Daily,BOM,20:45,,,27-Oct-19,28-Mar-20
181,G8 139,GOW,A 320,Daily,,,IXC,20:50,27-Oct-19,28-Mar-20
182,G8 105,GOW,A 320,Daily,,,CCU,20:55,27-Oct-19,28-Mar-20
183,G8 422,GOW,A 320,Daily,,,HYD,20:55,27-Oct-19,28-Mar-20
184,G8 233,GOW,A 320,Daily,,,VNS,21:00,27-Oct-19,28-Mar-20
185,G8 429,GOW,A 320,Daily,,,BOM,21:35,27-Oct-19,28-Mar-20
186,G8 138,GOW,A 320,Daily,IXC,21:45,,,27-Oct-19,28-Mar-20
187,G8 2541,GOW,A 320,Daily,PNQ,21:45,,,27-Oct-19,28-Mar-20
188,G8 150,GOW,A 320,34,PAT,21:55,,,30-Oct-19,28-Nov-19
189,G8 150,GOW,A 320,34,PAT,21:55,,,5-Feb-20,26-Mar-20
190,G8 150,GOW,A 320,12567,PAT,21:55,,,27-Oct-19,30-Nov-19
191,G8 150,GOW,A 320,12567,PAT,21:55,,,1-Feb-20,28-Mar-20
192,G8 618,GOW,A 320,34,NAG,21:55,,,4-Dec-19,30-Jan-20
193,G8 618,GOW,A 320,12567,NAG,21:55,,,1-Dec-19,31-Jan-20
194,G8 148,GOW,A 320,5,IXR,22:20,,,1-Nov-19,27-Mar-20
195,G8 148,GOW,A 320,123467,IXR,22:20,,,27-Oct-19,28-Mar-20
196,G8 341,GOW,A 320,6,BOM,22:25,,,28-Mar-20,28-Mar-20
197,G8 341,GOW,A 320,5,BOM,22:25,,,1-Nov-19,27-Mar-20
198,G8 341,GOW,A 320,1267,BOM,22:25,,,27-Oct-19,24-Mar-20
199,G8 544,GOW,A 320,12567,,,BOM,22:40,27-Oct-19,30-Nov-19
200,G8 544,GOW,A 320,12567,,,BOM,22:40,1-Dec-19,31-Jan-20
201,G8 544,GOW,A 320,12567,,,BOM,22:40,1-Feb-20,28-Mar-20
202,G8 566,GOW,A 320,Daily,,,LKO,23:05,27-Oct-19,28-Mar-20
203,G8 2520,GOW,A 320,Daily,NAG,23:10,,,27-Oct-19,28-Mar-20
204,G8 172,GOW,A 320,5,PNQ,23:15,,,1-Nov-19,27-Mar-20
205,G8 172,GOW,A 320,123467,PNQ,23:15,,,27-Oct-19,28-Mar-20
206,G8 643,GOW,A 320,Daily,BOM,23:30,,,27-Oct-19,28-Mar-20
207,G8 765,GOW,A 320,Daily,COK,23:40,,,27-Oct-19,28-Mar-20
208,G8 118,GOW,A 320,6,BLR,23:50,,,28-Mar-20,28-Mar-20
209,G8 118,GOW,A 320,5,BLR,23:50,,,1-Nov-19,27-Mar-20
210,G8 118,GOW,A 320,123467,BLR,23:50,,,27-Oct-19,28-Nov-19
211,G8 118,GOW,A 320,123467,BLR,23:50,,,30-Nov-19,30-Jan-20
212,G8 118,GOW,A 320,123467,BLR,23:50,,,1-Feb-20,26-Mar-20
Goa,,,,,,,,,,
1,G8 262,GOW,A 320,Daily,,,BLR,0:10,28-Oct-19,28-Mar-20
2,G8 575,GOW,A 320,6,BOM,6:10,,,2-Nov-19,28-Mar-20
3,G8 575,GOW,A 320,123457,BOM,6:10,,,27-Oct-19,27-Mar-20
4,G8 381,GOW,A 320,6,,,BOM,6:40,2-Nov-19,28-Mar-20
5,G8 381,GOW,A 320,123457,,,BOM,6:40,27-Oct-19,27-Mar-20
6,G8 661,GOW,A 320,7,HYD,9:55,,,27-Oct-19,22-Mar-20
7,G8 662,GOW,A 320,7,,,HYD,10:45,27-Oct-19,22-Mar-20
8,G8 141,GOW,A 320,Daily,BOM,12:45,,,27-Oct-19,28-Mar-20
9,G8 478,GOW,A 320,Daily,,,BOM,13:15,27-Oct-19,28-Mar-20
10,G8 286,GOW,A 320,Daily,DEL,13:30,,,27-Oct-19,28-Mar-20
11,G8 286,GOW,A 320,Daily,,,BLR,14:00,27-Oct-19,28-Mar-20
12,G8 2605,GOW,A 320,Daily,BOM,16:30,,,27-Oct-19,28-Mar-20
13,G8 2606,GOW,A 320,Daily,,,BOM,17:00,27-Oct-19,28-Mar-20
14,G8 285,GOW,A 320,Daily,BLR,17:05,,,27-Oct-19,28-Mar-20
15,G8 285,GOW,A 320,Daily,,,DEL,17:35,27-Oct-19,28-Mar-20
16,G8 371,GOW,A 320,12567,BOM,17:45,,,27-Oct-19,28-Mar-20
17,G8 372,GOW,A 320,12567,,,BOM,18:15,27-Oct-19,28-Mar-20
18,G8 913,GOW,A 320,Daily,AMD,20:00,,,27-Oct-19,28-Mar-20
19,G8 914,GOW,A 320,Daily,,,AMD,20:30,27-Oct-19,28-Mar-20
20,G8 571,GOW,A 320,Daily,HYD,21:25,,,27-Oct-19,28-Mar-20
21,G8 572,GOW,A 320,Daily,,,HYD,21:55,27-Oct-19,28-Mar-20
22,G8 384,GOW,A 320,Daily,BOM,23:25,,,27-Oct-19,28-Mar-20
23,G8 261,GOW,A 320,Daily,BLR,23:40,,,27-Oct-19,28-Mar-20
24,G8 380,GOW,A 320,Daily,,,BOM,23:55,27-Oct-19,28-Mar-20
Guwahati,,,,,,,,,,
1,G8 295,GOW,A 320,Daily,CCU,6:15,,,27-Oct-19,28-Mar-20
2,G8 296,GOW,A 320,Daily,,,CCU,7:45,27-Oct-19,28-Mar-20
3,G8 183,GOW,A 320,Daily,DEL,8:20,,,27-Oct-19,28-Mar-20
4,G8 183,GOW,A 320,Daily,,,IMF,9:20,27-Oct-19,28-Mar-20
5,G8 532,GOW,A 320,Daily,CCU,10:30,,,27-Oct-19,28-Mar-20
6,G8 546,GOW,A 320,Daily,,,CCU,11:00,27-Oct-19,28-Mar-20
7,G8 297,GOW,A 320,Daily,AJL,12:45,,,27-Oct-19,28-Mar-20
8,G8 298,GOW,A 320,Daily,,,AJL,13:15,27-Oct-19,28-Mar-20
9,G8 851,GOW,A 320,Daily,DEL,15:00,,,27-Oct-19,28-Mar-20
10,G8 851,GOW,A 320,Daily,,,IXB,15:30,27-Oct-19,28-Mar-20
11,G8 257,GOW,A 320,Daily,IXB,16:50,,,27-Oct-19,28-Mar-20
12,G8 257,GOW,A 320,Daily,,,DEL,17:20,27-Oct-19,28-Mar-20
13,G8 280,GOW,A 320,Daily,BLR,20:30,,,27-Oct-19,28-Mar-20
14,G8 281,GOW,A 320,Daily,,,BLR,21:00,27-Oct-19,28-Mar-20
Hyderabad,,,,,,,,,,
1,G8 518,GOW,A 320,Daily,BLR,0:05,,,27-Oct-19,28-Mar-20
2,G8 509,GOW,A 320,Daily,,,BLR,5:15,28-Oct-19,28-Mar-20
3,G8 421,GOW,A 320,Daily,,,DEL,5:35,27-Oct-19,28-Mar-20
4,G8 123,GOW,A 320,7,,,CCU,6:05,27-Oct-19,27-Oct-19
5,G8 123,GOW,A 320,Daily,,,CCU,6:05,28-Oct-19,28-Mar-20
6,G8 501,GOW,A 320,7,,,COK,6:40,27-Oct-19,27-Oct-19
7,G8 501,GOW,A 320,Daily,,,COK,6:40,28-Oct-19,28-Mar-20
8,G8 425,GOW,A 320,7,DEL,8:00,,,27-Oct-19,22-Mar-20
9,G8 425,GOW,A 320,123456,DEL,8:00,,,28-Oct-19,28-Mar-20
10,G8 541,GOW,A 320,Daily,AMD,8:10,,,27-Oct-19,28-Mar-20
11,G8 510,GOW,A 320,7,BLR,8:30,,,27-Oct-19,22-Mar-20
12,G8 510,GOW,A 320,123456,BLR,8:30,,,28-Oct-19,28-Mar-20
13,G8 661,GOW,A 320,7,,,GOI,8:30,27-Oct-19,22-Mar-20
14,G8 551,GOW,A 320,123456,,,AMD,8:35,28-Oct-19,28-Mar-20
15,G8 121,GOW,A 320,Daily,CCU,8:50,,,27-Oct-19,28-Mar-20
16,G8 542,GOW,A 320,Daily,,,CCU,9:00,27-Oct-19,28-Mar-20
17,G8 513,GOW,A 320,123456,,,IXC,9:05,28-Oct-19,28-Mar-20
18,G8 291,GOW,A 320,Daily,,,BLR,9:35,27-Oct-19,28-Mar-20
19,G8 423,GOW,A 320,Daily,DEL,9:50,,,27-Oct-19,28-Mar-20
20,G8 502,GOW,A 320,Daily,COK,10:20,,,27-Oct-19,28-Mar-20
21,G8 424,GOW,A 320,Daily,,,DEL,10:25,27-Oct-19,28-Mar-20
22,G8 625,GOW,A 320,Daily,CNN,10:45,,,27-Oct-19,28-Mar-20
23,G8 268,GOW,A 320,Daily,TRV,11:00,,,27-Oct-19,28-Mar-20
24,G8 701,GOW,A 320,7,JAI,11:00,,,27-Oct-19,17-Nov-19
25,G8 701,GOW,A 320,7,JAI,11:00,,,24-Nov-19,22-Mar-20
26,G8 503,GOW,A 320,Daily,,,MAA,11:05,27-Oct-19,28-Mar-20
27,G8 626,GOW,A 320,Daily,,,CNN,11:15,27-Oct-19,28-Mar-20
28,G8 269,GOW,A 320,Daily,,,TRV,11:35,27-Oct-19,28-Mar-20
29,G8 701,GOW,A 320,7,,,COK,11:40,27-Oct-19,17-Nov-19
30,G8 701,GOW,A 320,7,,,NAG,11:40,24-Nov-19,22-Mar-20
31,G8 662,GOW,A 320,7,GOI,12:10,,,27-Oct-19,24-Nov-19
32,G8 662,GOW,A 320,7,GOI,12:10,,,1-Dec-19,26-Jan-20
33,G8 662,GOW,A 320,7,GOI,12:10,,,2-Feb-20,22-Mar-20
34,G8 374,GOW,A 320,7,BLR,12:30,,,1-Dec-19,26-Jan-20
35,G8 374,GOW,A 320,13456,BLR,12:30,,,2-Dec-19,31-Jan-20
36,G8 894,GOW,A 320,7,BLR,12:40,,,27-Oct-19,22-Mar-20
37,G8 553,GOW,A 320,2,AMD,12:45,,,29-Oct-19,24-Mar-20
38,G8 553,GOW,A 320,13456,AMD,12:45,,,28-Oct-19,28-Mar-20
39,G8 896,GOW,A 320,7,,,BLR,13:10,27-Oct-19,22-Mar-20
40,G8 558,GOW,A 320,7,,,LKO,13:15,27-Oct-19,24-Nov-19
41,G8 558,GOW,A 320,7,,,LKO,13:15,1-Dec-19,26-Jan-20
42,G8 558,GOW,A 320,7,,,LKO,13:15,2-Feb-20,22-Mar-20
43,G8 558,GOW,A 320,13456,,,LKO,13:15,28-Oct-19,28-Mar-20
44,G8 504,GOW,A 320,Daily,MAA,14:00,,,27-Oct-19,28-Mar-20
45,G8 514,GOW,A 320,123456,IXC,14:30,,,28-Oct-19,30-Nov-19
46,G8 514,GOW,A 320,123456,IXC,14:30,,,2-Dec-19,31-Jan-20
47,G8 514,GOW,A 320,123456,IXC,14:30,,,1-Feb-20,28-Mar-20
48,G8 505,GOW,A 320,Daily,,,JAI,14:40,27-Oct-19,28-Mar-20
49,G8 117,GOW,A 320,134567,BLR,14:55,,,27-Oct-19,28-Mar-20
50,G8 375,GOW,A 320,7,,,BLR,15:00,1-Dec-19,26-Jan-20
51,G8 375,GOW,A 320,13456,,,BLR,15:00,2-Dec-19,31-Jan-20
52,G8 119,GOW,A 320,134567,,,BLR,15:25,27-Oct-19,28-Mar-20
53,G8 515,GOW,A 320,7,,,PAT,15:35,27-Oct-19,22-Mar-20
54,G8 515,GOW,A 320,123456,,,PAT,15:35,28-Oct-19,30-Nov-19
55,G8 515,GOW,A 320,123456,,,PAT,15:35,2-Dec-19,31-Jan-20
56,G8 515,GOW,A 320,123456,,,PAT,15:35,1-Feb-20,28-Mar-20
57,G8 559,GOW,A 320,134567,LKO,17:45,,,27-Oct-19,28-Mar-20
58,G8 815,GOW,A 320,123457,BLR,17:55,,,27-Oct-19,27-Mar-20
59,G8 554,GOW,A 320,2,,,AMD,18:20,29-Oct-19,24-Mar-20
60,G8 554,GOW,A 320,134567,,,AMD,18:20,27-Oct-19,28-Mar-20
61,G8 816,GOW,A 320,123457,,,BLR,18:45,27-Oct-19,27-Mar-20
62,G8 272,GOW,A 320,Daily,TRV,19:00,,,27-Oct-19,28-Mar-20
63,G8 506,GOW,A 320,Daily,JAI,19:05,,,27-Oct-19,28-Mar-20
64,G8 125,GOW,A 320,Daily,CCU,19:20,,,27-Oct-19,28-Mar-20
65,G8 276,GOW,A 320,Daily,,,TRV,19:35,27-Oct-19,28-Mar-20
66,G8 294,GOW,A 320,Daily,BLR,20:00,,,27-Oct-19,28-Mar-20
67,G8 507,GOW,A 320,Daily,,,COK,20:00,27-Oct-19,28-Mar-20
68,G8 571,GOW,A 320,Daily,,,GOI,20:05,27-Oct-19,28-Mar-20
69,G8 516,GOW,A 320,Daily,PAT,20:10,,,27-Oct-19,28-Mar-20
70,G8 517,GOW,A 320,Daily,,,BLR,20:40,27-Oct-19,28-Mar-20
71,G8 122,GOW,A 320,Daily,,,CCU,20:45,27-Oct-19,28-Mar-20
72,G8 552,GOW,A 320,Daily,AMD,22:20,,,27-Oct-19,28-Mar-20
73,G8 426,GOW,A 320,Daily,,,DEL,22:55,27-Oct-19,28-Mar-20
74,G8 422,GOW,A 320,6,DEL,23:10,,,28-Mar-20,28-Mar-20
75,G8 422,GOW,A 320,Daily,DEL,23:10,,,27-Oct-19,27-Mar-20
76,G8 572,GOW,A 320,6,GOI,23:20,,,28-Mar-20,28-Mar-20
77,G8 572,GOW,A 320,Daily,GOI,23:20,,,27-Oct-19,27-Mar-20
78,G8 508,GOW,A 320,6,COK,23:50,,,28-Mar-20,28-Mar-20
79,G8 508,GOW,A 320,Daily,COK,23:50,,,27-Oct-19,27-Mar-20
Imphal,,,,,,,,,,
1,G8 183,GOW,A 320,Daily,GAU,10:10,,,27-Oct-19,28-Mar-20
2,G8 183,GOW,A 320,Daily,,,GAU,10:40,27-Oct-19,28-Mar-20
Indore,,,,,,,,,,
1,G8 306,GOW,A 320,Daily,AMD,6:45,,,25-Nov-19,28-Mar-20
2,G8 307,GOW,A 320,Daily,,,AMD,7:50,25-Nov-19,28-Mar-20
3,G8 215,GOW,A 320,Daily,DEL,10:10,,,25-Nov-19,28-Mar-20
4,G8 216,GOW,A 320,Daily,,,JAI,11:30,25-Nov-19,28-Mar-20
5,G8 217,GOW,A 320,Daily,JAI,14:05,,,25-Nov-19,28-Mar-20
6,G8 218,GOW,A 320,Daily,,,DEL,14:40,25-Nov-19,28-Mar-20
7,G8 310,GOW,A 320,Daily,AMD,17:20,,,25-Nov-19,28-Mar-20
8,G8 311,GOW,A 320,Daily,,,BLR,17:55,25-Nov-19,28-Mar-20
9,G8 219,GOW,A 320,Daily,DEL,18:00,,,25-Nov-19,28-Mar-20
10,G8 232,GOW,A 320,Daily,,,DEL,18:30,25-Nov-19,28-Mar-20
11,G8 539,GOW,A 320,Daily,AMD,20:10,,,25-Nov-19,28-Mar-20
12,G8 540,GOW,A 320,Daily,,,AMD,20:40,25-Nov-19,28-Mar-20
13,G8 312,GOW,A 320,Daily,BLR,22:15,,,25-Nov-19,28-Mar-20
14,G8 313,GOW,A 320,Daily,,,AMD,22:45,25-Nov-19,28-Mar-20
Jaipur,,,,,,,,,,
1,G8 390,GOW,A 320,Daily,BOM,7:55,,,27-Oct-19,28-Mar-20
2,G8 701,GOW,A 320,7,CCU,8:25,,,27-Oct-19,22-Mar-20
3,G8 701,GOW,A 320,123456,CCU,8:25,,,28-Oct-19,28-Mar-20
4,G8 389,GOW,A 320,Daily,,,BOM,8:45,27-Oct-19,28-Mar-20
5,G8 701,GOW,A 320,7,,,HYD,9:00,27-Oct-19,22-Mar-20
6,G8 701,GOW,A 320,123456,,,AMD,9:00,28-Oct-19,28-Mar-20
7,G8 216,GOW,A 320,Daily,IDR,12:25,,,25-Nov-19,28-Mar-20
